,short,long,val
420,9,17,996000.0
421,9,18,1034200.0
422,9,19,852500.0
423,9,20,761700.0
424,9,21,858200.0
425,9,22,912900.0
426,9,23,969900.0
427,9,24,974900.0
428,9,25,988800.0
429,9,26,1048000.0
430,9,27,1038800.0
431,9,28,1019800.0
432,9,29,1080200.0
433,9,30,1188900.0
434,9,31,1292500.0
435,9,32,1447000.0
436,9,33,1413000.0
437,9,34,1392500.0
438,9,35,1210000.0
439,9,36,1165800.0
440,9,37,927400.0
441,9,38,929000.0
442,9,39,985600.0
443,9,40,1023000.0
444,9,41,1008600.0
445,9,42,906800.0
446,9,43,867000.0
447,9,44,918600.0
448,9,45,953600.0
449,9,46,876600.0
450,9,47,725100.0
451,9,48,671100.0
452,9,49,713600.0
453,9,50,715700.0
454,9,51,736500.0
455,9,52,765600.0
456,9,53,808100.0
457,9,54,857600.0
458,9,55,953100.0
459,9,56,984100.0
460,9,57,939200.0
461,9,58,1012000.0
462,9,59,1034000.0
463,9,60,1062500.0
464,9,61,1057500.0
465,9,62,1003000.0
466,9,63,956000.0
467,9,64,1010100.0
468,9,65,982100.0
469,9,66,932500.0
470,9,67,998000.0
471,9,68,1076000.0
472,10,11,1125700.0
473,10,12,1323000.0
474,10,13,886600.0
475,10,14,921700.0
476,10,15,925700.0
477,10,16,851800.0
478,10,17,1022200.0
479,10,18,1128100.0
480,10,19,849100.0
481,10,20,796500.0
482,10,21,940000.0
483,10,22,964100.0
484,10,23,1145000.0
485,10,24,1040700.0
486,10,25,1121600.0
487,10,26,959000.0
488,10,27,1073600.0
489,10,28,1041600.0
490,10,29,1208400.0
491,10,30,1265300.0
492,10,31,1396800.0
493,10,32,1332000.0
494,10,33,1205500.0
495,10,34,1266000.0
496,10,35,973500.0
497,10,36,904000.0
498,10,37,903600.0
499,10,38,989500.0
500,10,39,978100.0
501,10,40,1032600.0
502,10,41,1001000.0
503,10,42,993000.0
504,10,43,1017000.0
505,10,44,999400.0
506,10,45,1019900.0
507,10,46,936100.0
508,10,47,919600.0
509,10,48,843100.0
510,10,49,787100.0
511,10,50,745100.0
512,10,51,814700.0
513,10,52,852100.0
514,10,53,943200.0
515,10,54,1019100.0
516,10,55,1033800.0
517,10,56,1100200.0
518,10,57,1004500.0
519,10,58,1056000.0
520,10,59,1083500.0
521,10,60,1113000.0
522,10,61,1178500.0
523,10,62,1105000.0
524,10,63,1079000.0
525,10,64,1079000.0
526,10,65,1117500.0
527,10,66,1107500.0
528,10,67,1102000.0
529,10,68,1102000.0
530,10,69,1114500.0
531,11,12,832900.0
532,11,13,1004400.0
533,11,14,1040400.0
534,11,15,766600.0
535,11,16,796400.0
536,11,17,772700.0
537,11,18,867500.0
538,11,19,929600.0
539,11,20,914400.0
540,11,21,1002200.0
541,11,22,1024500.0
542,11,23,1030700.0
543,11,24,971600.0
544,11,25,1141200.0
545,11,26,1309100.0
546,11,27,1117900.0
547,11,28,1120900.0
548,11,29,1191000.0
549,11,30,1187900.0
550,11,31,1318900.0
551,11,32,1325500.0
552,11,33,1380400.0
553,11,34,1056000.0
554,11,35,944800.0
555,11,36,925700.0
556,11,37,922700.0
557,11,38,962800.0
558,11,39,1015100.0
559,11,40,993100.0
560,11,41,926300.0
561,11,42,930500.0
562,11,43,934000.0
563,11,44,930500.0
564,11,45,894600.0
565,11,46,913700.0
566,11,47,913000.0
567,11,48,916100.0
568,11,49,875100.0
569,11,50,839600.0
570,11,51,871700.0
571,11,52,853700.0
572,11,53,923200.0
573,11,54,990200.0
574,11,55,987900.0
575,11,56,1102500.0
576,11,57,1122500.0
577,11,58,1145000.0
578,11,59,1169500.0
579,11,60,1101500.0
580,11,61,1192500.0
581,11,62,1201500.0
582,11,63,1240000.0
583,11,64,1265000.0
584,11,65,1246500.0
585,11,66,1258000.0
586,11,67,1152000.0
587,11,68,1112500.0
588,11,69,1145000.0
589,11,70,1158500.0
590,12,13,936300.0
591,12,14,1345300.0
592,12,15,823400.0
593,12,16,836300.0
594,12,17,867400.0
595,12,18,827100.0
596,12,19,950400.0
597,12,20,1159100.0
598,12,21,1196600.0
599,12,22,1145300.0
600,12,23,1296800.0
601,12,24,1267700.0
602,12,25,1220600.0
603,12,26,1090300.0
604,12,27,1120900.0
605,12,28,1208300.0
606,12,29,1222400.0
607,12,30,1176600.0
608,12,31,1245800.0
609,12,32,1133000.0
610,12,33,977200.0
611,12,34,1046600.0
612,12,35,1133500.0
613,12,36,1069800.0
614,12,37,1090800.0
615,12,38,1039700.0
616,12,39,1028300.0
617,12,40,1037500.0
618,12,41,956500.0
619,12,42,956400.0
620,12,43,948900.0
621,12,44,911300.0
622,12,45,864500.0
623,12,46,888000.0
624,12,47,914000.0
625,12,48,877000.0
626,12,49,950600.0
627,12,50,973600.0
628,12,51,943600.0
629,12,52,1139500.0
630,12,53,1016500.0
631,12,54,1001000.0
632,12,55,1092000.0
633,12,56,1071000.0
634,12,57,1159000.0
635,12,58,1161000.0
636,12,59,1191000.0
637,12,60,1152000.0
638,12,61,1219500.0
639,12,62,1282500.0
640,12,63,1253000.0
641,12,64,1264000.0
642,12,65,1371000.0
643,12,66,1443500.0
644,12,67,1464000.0
645,12,68,1529000.0
646,12,69,1449500.0
647,12,70,1463000.0
648,12,71,1460000.0
649,13,14,641900.0
650,13,15,763500.0
651,13,16,727100.0
652,13,17,777900.0
653,13,18,987500.0
654,13,19,1216800.0
655,13,20,1070300.0
656,13,21,1262600.0
657,13,22,1325100.0
658,13,23,1362300.0
659,13,24,1639900.0
660,13,25,1284900.0
661,13,26,1124200.0
662,13,27,1309100.0
663,13,28,1339000.0
664,13,29,1358400.0
665,13,30,1279500.0
666,13,31,1379900.0
667,13,32,1122600.0
668,13,33,1171500.0
669,13,34,1260000.0
670,13,35,1096800.0
671,13,36,989400.0
672,13,37,986200.0
673,13,38,1012000.0
674,13,39,968900.0
675,13,40,921500.0
676,13,41,834100.0
677,13,42,901500.0
678,13,43,944400.0
679,13,44,963100.0
680,13,45,960000.0
681,13,46,985500.0
682,13,47,902400.0
683,13,48,952500.0
684,13,49,1049500.0
685,13,50,1112000.0
686,13,51,1131500.0
687,13,52,1130700.0
688,13,53,1119700.0
689,13,54,1064200.0
690,13,55,1044700.0
691,13,56,1019100.0
692,13,57,1117900.0
693,13,58,1183900.0
694,13,59,1187900.0
695,13,60,1184900.0
696,13,61,1157400.0
697,13,62,1187400.0
698,13,63,1265900.0
699,13,64,1346900.0
700,13,65,1346900.0
701,13,66,1428400.0
702,13,67,1464300.0
703,13,68,1429400.0
704,13,69,1467900.0
705,13,70,1452400.0
706,13,71,1463400.0
707,13,72,1431900.0
708,14,15,789000.0
709,14,16,884000.0
710,14,17,923100.0
711,14,18,1031600.0
712,14,19,1539000.0
713,14,20,1422000.0
714,14,21,1494000.0
715,14,22,1508100.0
716,14,23,1649200.0
717,14,24,1587800.0
718,14,25,1433600.0
719,14,26,1097600.0
720,14,27,1309100.0
721,14,28,1441200.0
722,14,29,1387100.0
723,14,30,1407800.0
724,14,31,1472100.0
725,14,32,1130500.0
726,14,33,1126400.0
727,14,34,1043200.0
728,14,35,1041400.0
729,14,36,971600.0
730,14,37,876100.0
731,14,38,961900.0
732,14,39,965300.0
733,14,40,975300.0
734,14,41,993800.0
735,14,42,1106000.0
736,14,43,1135000.0
737,14,44,1188000.0
738,14,45,1152000.0
739,14,46,1105000.0
740,14,47,1049500.0
741,14,48,1008900.0
742,14,49,983400.0
743,14,50,1050900.0
744,14,51,1131300.0
745,14,52,1117800.0
746,14,53,1060300.0
747,14,54,1044800.0
748,14,55,1033300.0
749,14,56,1057500.0
750,14,57,1039500.0
751,14,58,1055900.0
752,14,59,1064900.0
753,14,60,1039000.0
754,14,61,1098900.0
755,14,62,1253900.0
756,14,63,1292400.0
757,14,64,1327900.0
758,14,65,1432200.0
759,14,66,1426200.0
760,14,67,1422300.0
761,14,68,1418400.0
762,14,69,1458300.0
763,14,70,1447800.0
764,14,71,1413100.0
765,14,72,1290300.0
766,14,73,1285800.0
767,15,16,796100.0
768,15,17,849200.0
769,15,18,1052800.0
770,15,19,1211200.0
771,15,20,1167700.0
772,15,21,1173800.0
773,15,22,1415100.0
774,15,23,1413300.0
775,15,24,1248600.0
776,15,25,1148700.0
777,15,26,1105100.0
778,15,27,1374600.0
779,15,28,1419700.0
780,15,29,1393700.0
781,15,30,1578900.0
782,15,31,1441600.0
783,15,32,1150000.0
784,15,33,1075900.0
785,15,34,1019600.0
786,15,35,990400.0
787,15,36,984400.0
788,15,37,973400.0
789,15,38,1015800.0
790,15,39,1051500.0
791,15,40,1124500.0
792,15,41,1132500.0
793,15,42,1169000.0
794,15,43,1165000.0
795,15,44,1130500.0
796,15,45,1114300.0
797,15,46,1186800.0
798,15,47,1115800.0
799,15,48,1135400.0
800,15,49,1032900.0
801,15,50,1193000.0
802,15,51,1213100.0
803,15,52,1124100.0
804,15,53,1016900.0
805,15,54,1058700.0
806,15,55,1111400.0
807,15,56,1083300.0
808,15,57,964000.0
809,15,58,1070300.0
810,15,59,1104800.0
811,15,60,1067000.0
812,15,61,1067000.0
813,15,62,1082000.0
814,15,63,1207300.0
815,15,64,1263200.0
816,15,65,1243200.0
817,15,66,1201300.0
818,15,67,1197800.0
819,15,68,1215500.0
820,15,69,1302200.0
821,15,70,1358400.0
822,15,71,1401400.0
823,15,72,1349100.0
824,15,73,1343200.0
825,15,74,1332200.0
826,16,17,969300.0
827,16,18,1137200.0
828,16,19,1283100.0
829,16,20,1123400.0
830,16,21,1332100.0
831,16,22,1639000.0
832,16,23,1255200.0
833,16,24,1258700.0
834,16,25,1223300.0
835,16,26,1287000.0
836,16,27,1397000.0
837,16,28,1327400.0
838,16,29,1422200.0
839,16,30,1450600.0
840,16,31,1321100.0
841,16,32,1316500.0
842,16,33,1253000.0
843,16,34,1128500.0
844,16,35,1036500.0
845,16,36,1128900.0
846,16,37,1141000.0
847,16,38,1226700.0
848,16,39,1160500.0
849,16,40,1187500.0
850,16,41,1239000.0
851,16,42,1251500.0
852,16,43,1118300.0
853,16,44,1113800.0
854,16,45,1167400.0
855,16,46,1104300.0
856,16,47,1086400.0
857,16,48,1123300.0
858,16,49,1176600.0
859,16,50,1217300.0
860,16,51,1213800.0
861,16,52,1196600.0
862,16,53,1206200.0
863,16,54,1125500.0
864,16,55,1102500.0
865,16,56,1149800.0
866,16,57,1047800.0
867,16,58,1008300.0
868,16,59,1069000.0
869,16,60,1054500.0
870,16,61,1028500.0
871,16,62,1086500.0
872,16,63,1124800.0
873,16,64,1132600.0
874,16,65,1128100.0
875,16,66,1195500.0
876,16,67,1212000.0
877,16,68,1189500.0
878,16,69,1217000.0
879,16,70,1360500.0
880,16,71,1406000.0
881,16,72,1435800.0
882,16,73,1375500.0
883,16,74,1468300.0
884,16,75,1414300.0
885,17,18,1158600.0
886,17,19,1500100.0
887,17,20,1444900.0
888,17,21,1632400.0
889,17,22,1468400.0
890,17,23,1268200.0
891,17,24,1405900.0
892,17,25,1485200.0
893,17,26,1554700.0
894,17,27,1476100.0
895,17,28,1447800.0
896,17,29,1425400.0
897,17,30,1454700.0
898,17,31,1301600.0
899,17,32,1307600.0
900,17,33,1203500.0
901,17,34,1135500.0
902,17,35,1198000.0
903,17,36,1249100.0
904,17,37,1156500.0
905,17,38,1090000.0
906,17,39,1080000.0
907,17,40,1121500.0
908,17,41,1015500.0
909,17,42,1035500.0
910,17,43,1037000.0
911,17,44,1061300.0
912,17,45,1020200.0
913,17,46,1037700.0
914,17,47,1050200.0
915,17,48,1049000.0
916,17,49,1069500.0
917,17,50,1094200.0
918,17,51,1067200.0
919,17,52,1055600.0
920,17,53,1108400.0
921,17,54,1125000.0
922,17,55,1117500.0
923,17,56,1149500.0
924,17,57,1176800.0
925,17,58,1072000.0
926,17,59,1069500.0
927,17,60,1125000.0
928,17,61,1205300.0
929,17,62,1177500.0
930,17,63,1204000.0
931,17,64,1209000.0
932,17,65,1215000.0
933,17,66,1209500.0
934,17,67,1209500.0
935,17,68,1278500.0
936,17,69,1236000.0
937,17,70,1274500.0
938,17,71,1194700.0
939,17,72,1344000.0
940,17,73,1369000.0
941,17,74,1374300.0
942,17,75,1340800.0
943,17,76,1307000.0
944,18,19,1550400.0
945,18,20,1565100.0
946,18,21,1750300.0
947,18,22,1567900.0
948,18,23,1426000.0
949,18,24,1689000.0
950,18,25,1668200.0
951,18,26,1699800.0
952,18,27,1428300.0
953,18,28,1397300.0
954,18,29,1485800.0
955,18,30,1430200.0
956,18,31,1279500.0
957,18,32,1123400.0
958,18,33,1123500.0
959,18,34,1116000.0
960,18,35,1154000.0
961,18,36,1289000.0
962,18,37,1092600.0
963,18,38,1050600.0
964,18,39,1019200.0
965,18,40,1005100.0
966,18,41,997100.0
967,18,42,991100.0
968,18,43,1070200.0
969,18,44,1018700.0
970,18,45,980700.0
971,18,46,980700.0
972,18,47,988700.0
973,18,48,1004700.0
974,18,49,1027200.0
975,18,50,1084200.0
976,18,51,1083500.0
977,18,52,1058500.0
978,18,53,1056200.0
979,18,54,1084000.0
980,18,55,1072500.0
981,18,56,1102500.0
982,18,57,1072000.0
983,18,58,998000.0
984,18,59,993500.0
985,18,60,1105000.0
986,18,61,1106500.0
987,18,62,1233500.0
988,18,63,1223000.0
989,18,64,1232000.0
990,18,65,1265500.0
991,18,66,1233000.0
992,18,67,1374500.0
993,18,68,1354500.0
994,18,69,1357000.0
995,18,70,1324000.0
996,18,71,1284700.0
997,18,72,1272200.0
998,18,73,1258000.0
999,18,74,1251000.0
1000,18,75,1235000.0
1001,18,76,1192500.0
1002,18,77,1176500.0
1003,19,20,1613000.0
1004,19,21,1593300.0
1005,19,22,1036400.0
1006,19,23,1420200.0
1007,19,24,1551000.0
1008,19,25,1398100.0
1009,19,26,1279000.0
1010,19,27,1341400.0
1011,19,28,1264000.0
1012,19,29,1270400.0
1013,19,30,1394900.0
1014,19,31,1189400.0
1015,19,32,1141900.0
1016,19,33,1152400.0
1017,19,34,1050700.0
1018,19,35,1163400.0
1019,19,36,1069600.0
1020,19,37,981800.0
1021,19,38,1065600.0
1022,19,39,959500.0
1023,19,40,960100.0
1024,19,41,940400.0
1025,19,42,1008200.0
1026,19,43,974200.0
1027,19,44,929200.0
1028,19,45,980700.0
1029,19,46,1034800.0
1030,19,47,1053000.0
1031,19,48,1107000.0
1032,19,49,1110400.0
1033,19,50,1147900.0
1034,19,51,1120500.0
1035,19,52,1109200.0
1036,19,53,1045400.0
1037,19,54,1055400.0
1038,19,55,1096000.0
1039,19,56,1032500.0
1040,19,57,1021000.0
1041,19,58,1017500.0
1042,19,59,1092500.0
1043,19,60,1071500.0
1044,19,61,1106500.0
1045,19,62,1126500.0
1046,19,63,1199000.0
1047,19,64,1227000.0
1048,19,65,1235000.0
1049,19,66,1234500.0
1050,19,67,1296500.0
1051,19,68,1288500.0
1052,19,69,1253500.0
1053,19,70,1181500.0
1054,19,71,1212500.0
1055,19,72,1138700.0
1056,19,73,1150700.0
1057,19,74,1136700.0
1058,19,75,1151200.0
1059,19,76,1135200.0
1060,19,77,1127200.0
1061,19,78,1183000.0
